type,title,director,cast,country,release_year,rating,duration,listed_in
Movie,Caught by a Wave,Massimiliano Camaiti,"Elvira Camarrone, Christian Roberto, Donatella Finocchiaro, Corrado Invernizzi, Vincenzo Amato, Manuela Ventura, Rosalba Battaglia, Daniele Pilli",Italy,2021,TV-14,100 min,"Dramas, International Movies, Romantic Movies"
Movie,Secret Magic Control Agency,Aleksey Tsitsilin,"Nicholas Corda, Sylvana Joyce, Alyson Leigh Rosenfeld, Courtney Shaw, Erica Schroeder, Georgette Timoney, Mary O'Brady, Marc Thompson","Russia, United States",2021,TV-Y7,105 min,"Children & Family Movies, Comedies"
Movie,Loyiso Gola: Unlearning,Kagiso Lediga,Loyiso Gola,South Africa,2021,TV-MA,60 min,Stand-Up Comedy
TV Show,Men on a Mission,Jung-ah Im,"Ho-dong Kang, Soo-geun Lee, Sang-min Lee, Young-chul Kim, Jang-hoon Seo, Hee-chul Kim, Kyung-hoon Min",South Korea,2021,TV-14,6 Seasons,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows"
Movie,Philomena,Stephen Frears,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham, Barbara Jefford, Ruth McCabe, Peter Hermann, Sean Mahon, Anna Maxwell Martin, Michelle Fairley, Kate Fleetwood","United Kingdom, United States, France",2013,PG-13,98 min,"Dramas, Independent Movies, International Movies"
Movie,Any Crybabies Around?,Takuma Sato,"Taiga Nakano, Riho Yoshioka, Kanichiro, Takashi Yamanaka, Kimiko Yo, Toshiro Yanagiba",Japan,2020,TV-MA,108 min,"Dramas, International Movies"
Movie,Hospital,Brody Chu,"Lin Po-Hung, Tai Bo, Jacqueline Zhu, Lei Hong, Hsu Lichi, Yoko Young, Samuel Gu, Eunice Lin",Taiwan,2020,TV-MA,90 min,"Horror Movies, International Movies"
Movie,Jiu Jitsu,Dimitri Logothetis,"Alain Moussi, Nicolas Cage, Tony Jaa, Rick Yune, Frank Grillo, Marie Avgeropoulos, JuJu Chan, Ryan Tarran, Eddie Steeples, Raymond Pinharry, Mary Makariou",United States,2020,R,102 min,Action & Adventure
Movie,The Yin Yang Master,Li Weiran,"Chen Kun, Zhou Xun, Qu Chuxiao, Shen Yue, William Chan Wai-ting, Wang Likun, Cici Wang",China,2021,TV-14,120 min,"Action & Adventure, International Movies"
Movie,Who's the Boss,Chinaza Onuzo,"Funke Akindele, Blossom Chukwujekwu, Sharon Ooja, Ini Dima-Okojie, Segun Arinze, Bolly Lomo, Beverly Osu, Tayo Faniran",Nigeria,2020,TV-MA,106 min,"Comedies, International Movies, Romantic Movies"
Movie,Deadly Illusions,Anna Elizabeth James,"Kristin Davis, Dermot Mulroney, Greer Grammer, Shanola Hampton, Marie Wagenman, Shylo Molina, Abella Bala, Shaun Wu",United States,2021,R,115 min,Thrillers
Movie,Get the Goat,Vitor Brandt,"Matheus Nachtergaele, Edmilson Filho, Letícia Lima, Leandro Ramos, Evelyn Castro, Valéria Vitoriano, Victor Allen, Renan Medeiros, Eyrio Okura, Jéssica Tamochunas, Marcondes Falcão, Juliano Cazarré",Brazil,2021,TV-14,98 min,"Action & Adventure, Comedies, International Movies"
Movie,Nate Bargatze: The Greatest Average American,Troy Miller,Nate Bargatze,United States,2021,TV-G,60 min,Stand-Up Comedy
Movie,Skylines,Liam O'Donnell,"Lindsey Morgan, Jonathan Howard, Daniel Bernhardt, Rhona Mitra, James Cosmo, Yayan Ruhian, Alexander Siddig, Cha-Lee Yoon, Ieva Andrejevaite, Jeremy Fitzgerald","United Kingdom, United States",2020,R,113 min,Action & Adventure
Movie,The Fluffy Movie,"Manny Rodriguez, Jay Lavender",Gabriel Iglesias,United States,2014,PG-13,101 min,Stand-Up Comedy
Movie,The Present,Farah Nabulsi,"Saleh Bakri, Maryam Kanj, Maryam Kamiel Basha, Ameer Khlawe, Ala' Hanani, Malak Abu Ghraibeh, Karam Elayyan, Leila Mouammar, Angie Saba","United Kingdom,",2020,TV-MA,24 min,"Dramas, International Movies"
Movie,Catch.er,Walter Taylaur,"OC Ukeje, Blossom Chukwujekwu, Alexx Ekubo, Beverly Naya, Tope Tedela, Gbenro Ajibade, Omowunmi Dada, Kiki Omeili, Wofai Fada",Nigeria,2017,TV-14,80 min,"Dramas, International Movies, Thrillers"
Movie,Operation Varsity Blues: The College Admissions Scandal,Chris Smith,Matthew Modine,United States,2021,R,100 min,Documentaries
Movie,Get on Up,Tate Taylor,"Chadwick Boseman, Nelsan Ellis, Dan Aykroyd, Viola Davis, Lennie James, Fred Melamed, Craig Robinson, Jill Scott, Octavia Spencer, Jacinte Blankenship","United Kingdom, United States",2014,PG-13,139 min,"Dramas, Music & Musicals"
Movie,RebellComedy: Straight Outta the Zoo,Ladislaus Kiraly,"Khalid Bounouar, Alain Frei, Babak Ghassim, Benaissa Lamroubal, Salim Samatou, Hany Siam, Ususmango, DJ Wati",Germany,2021,TV-MA,74 min,Stand-Up Comedy
Movie,Savages,Oliver Stone,"Taylor Kitsch, Aaron Taylor-Johnson, Blake Lively, John Travolta, Benicio Del Toro, Salma Hayek, Demián Bichir, Sandra Echeverría, Emile Hirsch, Joaquín Cosío, Ali Wong",United States,2012,R,131 min,"Dramas, Thrillers"
Movie,C/O Kaadhal,Hemambar Jasti,"Deepann, Vetri, Mumtaz Sorcar, Ayra, Karthik Rathnam, Sonia Giri, Nishesh, Shwetha",India,2021,TV-14,131 min,"Dramas, International Movies, Romantic Movies"
Movie,The BFG,Steven Spielberg,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement, Rebecca Hall, Rafe Spall, Bill Hader, Ólafur Darri Ólafsson, Adam Godley, Michael Adamthwaite, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa","United States, India, United Kingdom",2016,PG,118 min,"Children & Family Movies, Dramas"
Movie,Çarsi Pazar,Muharrem Gülmez,"Erdem Yener, Ayhan Taş, Emin Olcay, Muharrem Gülmez, Elif Nur Kerkük, Tarık Papuççuoğlu, Suzan Aksoy, Doğa Konakoğlu, Esin Eden, Deniz Özerman",Turkey,2015,TV-MA,97 min,"Comedies, International Movies"
Movie,Just In Time,Dolapo Adeleke,"Sarah Hassan, Stycie Waweru, Mawuli Gavor, Pierra Makena, Eve D'Souza, Christabel Jazz Mistri, Martin Githinji, Lydia Gitachu, Kagwe Mungai, Blessing Lung'Aho",Kenya,2020,TV-G,92 min,"Comedies, Dramas, International Movies"
Movie,Mucize,Mahsun Kırmızıgül,"Talat Bulut, Mert Turak, Mahsun Kırmızıgül, Erdem Yener, Erol Demiröz, Ali Sürmeli, Meral Çetinkaya, Büşra Pekin",Turkey,2015,TV-14,136 min,"Dramas, International Movies"
Movie,Paper Lives,Can Ulkay,"Çağatay Ulusoy, Emir Ali Doğrul, Ersin Arıcı, Turgay Tanülkü, Selen Öztürk, Osman İskender Bayer, Tomris Çetinel, Volkan Çalışkan, Mehmet Bahattin Genç, Okşan Büyük",Turkey,2021,TV-MA,97 min,"Dramas, International Movies"
Movie,Romantik Komedi,Ketche,"Sedef Avcı, Cemal Hünal, Begüm Kütük, Engin Altan Düzyatan, Sinem Kobal, Gürgen Öz, Burcu Kara, Kubilay Penbeklioğlu",Turkey,2010,TV-MA,110 min,"Comedies, International Movies, Romantic Movies"
Movie,Romantik Komedi 2: Bekarlığa Veda,Erol Özlevi,"Sinem Kobal, Engin Altan Düzyatan, Sedef Avcı, Cemal Hünal, Burcu Kara, Gürgen Öz, Öykü Çelik, Gökçe Özyol",Turkey,2013,TV-MA,105 min,"Comedies, International Movies, Romantic Movies"
Movie,YES DAY,Miguel Arteta,"Jennifer Garner, Edgar Ramírez, Jenna Ortega, Julian Lerner, Everly Carganilla, Tracie Thoms, Fortune Feimster, Nat Faxon, Arturo Castro",United States,2021,PG,90 min,"Children & Family Movies, Comedies"
Movie,You're Everything To Me,Tolga Örnek,"Tolga Çevik, Cengiz Bozkurt, Melis Birkan, Tuna Çevik",Turkey,2016,TV-PG,107 min,"Comedies, Dramas, Independent Movies"
Movie,Coven of Sisters,Pablo Agüero,"Alex Brendemühl, Amaia Aberasturi, Daniel Fanego, Garazi Urkola, Yune Nogueiras, Jone Laspiur, Irati Saez de Urabain, Lorea Ibarra","Spain, Argentina",2021,TV-MA,92 min,"Dramas, Independent Movies, International Movies"
Movie,Generasi 90an: Melankolia,Mohammad Irfan Ramly,"Ari Irham, Aghniny Haque, Taskya Namya, Marcella Zalianty, Gunawan Sudrajat, Jennifer Coppen",Indonesia,2020,TV-14,94 min,"Dramas, International Movies"
Movie,The Block Island Sound,"Kevin McManus, Matthew McManus","Chris Sheffield, Michaela McManus, Neville Archambault, Ryan O'Flanagan, Matilda Lawler, Jim Cummings, Jeremy Holm, Heidi Niedermeyer, Willie C. Carpenter, Matthew Lawler",United States,2020,TV-MA,99 min,"Horror Movies, Independent Movies"
TV Show,Dealer,"Ange Basterga, Nicolas Lopez","Abdramane Diakité, Mohamed Boudouh, Sébastien Houbani, Idir Azougli, Julien Meurice, Abdillah Assoumani, Jean-Toussaint Bernard, Romain Vissol",France,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure"
Movie,Bombay Rose,Gitanjali Rao,"Cyli Khare, Gargi Shitole, Amardeep Jha, Amit Deondi, Makrand Deshpande, Virendra Saxena, Shishir Sharma","India, United Kingdom, France, Qatar",2021,PG-13,97 min,"Dramas, Independent Movies, International Movies"
Movie,Aelay,Halitha Shameem,"P. Samuthirakani, Manikandan, Madhumathi Padmanathan, Akalyadevi B., S I Neelambari",India,2021,TV-14,151 min,"Comedies, Dramas, Independent Movies"
Movie,Dogwashers,Carlos Moreno,"Christian Tappan, Anderson Ballesteros, John Álex Toro, Ulises González, Leonor López, Hector Mauricio Mejia, Johnnie Castillo, Isabella Licht Delgado, Marlon Pérez Cruz, Kevin Andrés Muñoz",Colombia,2021,TV-MA,108 min,"Comedies, Dramas, International Movies"
Movie,Fate of Alakada,Kayode Kasum,"Toyin Abraham, Broda Shaggi, Calabar Chic, Munirat Antoinette Lecky, Khafi Kareem, Bukola Oshibowale, Adebimpe Akintunde, Temisan Emmanuel, Olaniyi Afonja, Sydney Egere",Nigeria,2020,TV-14,113 min,"Comedies, International Movies"
Movie,Sentinelle,Julien Leclercq,"Olga Kurylenko, Marilyn Lima, Michel Nabokoff, Martin Swabey, Carole Weyers, Andrey Gorlenko, Antonia Malinova, Gabriel Almaer, Blaise Afonso, Guillaume Duhesme, Michel Biel",France,2021,TV-MA,81 min,"Action & Adventure, Dramas, International Movies"
Movie,Mariposa,Fajar Bustomi,"Adhisty Zara, Angga Yunanda, Dannia Salsabila, Abun Sungkar, Junior Roberts, Syakir Daulay, Ariyo Wahab, Ersa Mayori, Baim Wong, Irgi Fahrezi",Indonesia,2020,TV-14,116 min,"Comedies, International Movies, Romantic Movies"
Movie,Parker,Taylor Hackford,"Jason Statham, Jennifer Lopez, Michael Chiklis, Wendell Pierce, Clifton Collins Jr., Bobby Cannavale, Patti LuPone, Carlos Carrasco, Micah Hauptman, Emma Booth, Nick Nolte",United States,2013,R,119 min,Action & Adventure
Movie,Safe Haven,Lasse Hallström,"Josh Duhamel, Julianne Hough, Cobie Smulders, David Lyons, Noah Lomax, Mimi Kirkland",United States,2013,PG-13,116 min,"Dramas, Romantic Movies"
Movie,Moxie,Amy Poehler,"Hadley Robinson, Lauren Tsai, Patrick Schwarzenegger, Nico Hiraga, Sydney Park, Josephine Langford, Clark Gregg, Josie Totah, Alycia  Pascual-Peña, Anjelika Washington, Charlie Hall, Sabrina Haskett, Ike Barinholtz, Amy Poehler, Marcia Gay Harden",United States,2021,PG-13,112 min,"Comedies, Dramas, Music & Musicals"
Movie,Black or White,Mike Binder,"Kevin Costner, Octavia Spencer, Jillian Estell, Bill Burr, Mpho Koaho, Anthony Mackie, Jennifer Ehle, André Holland, Gillian Jacobs, Paula Newsome",United States,2014,PG-13,121 min,Dramas
Movie,Indoo Ki Jawani,Abir Sengupta,"Kiara Advani, Aditya Seal, Mallika Dua, Rakesh Bedi, Rajendra Sethi, Chittaranjan Tripathi, Rajesh Jais, Alka Badola Kaushal",India,2020,TV-14,115 min,"Action & Adventure, Comedies, International Movies"
Movie,Biggie: I Got a Story to Tell,Emmett Malloy,"The Notorious B.I.G., Sean ""P. Diddy"" Combs",United States,2021,R,98 min,"Documentaries, Music & Musicals"
Movie,Dances with Wolves,Kevin Costner,"Kevin Costner, Mary McDonnell, Rodney Grant, Graham Greene, Floyd ""Red Crow"" Westerman, Tantoo Cardinal, Robert Pastorelli, Charles Rocket, Maury Chaykin, Jimmy Herman","United States, United Kingdom",1990,PG-13,181 min,"Action & Adventure, Classic Movies, Dramas"
Movie,How to Be Really Bad,Marco Petry,"Emma Bading, Janina Fautz, Ludwig Simon, Samuel Finzi, Emilio Sakraya, Oliver Korittke, Alwara Höfels, Matilda Marz, Amina Merai, Johann von Bülow, Axel Stein, Theo Trebs",Germany,2018,TV-14,100 min,"Comedies, International Movies"
Movie,LEGO Marvel Spider-Man: Vexed by Venom,"Andrew Duncan, Ken Cunningham","Robbie Daymond, Ben Pronsky, Josh Keaton, Tara Strong, Jennifer Hale, Laura Bailey",United States,2019,TV-Y,22 min,"Children & Family Movies, Comedies"
Movie,Rain Man,Barry Levinson,"Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen, Jack Murdock, Michael D. Roberts, Ralph Seymour, Lucinda Jenney, Bonnie Hunt",United States,1988,R,134 min,"Classic Movies, Dramas"
Movie,Tenacious D in The Pick of Destiny,Liam Lynch,"Jack Black, Kyle Gass, JR Reed, Troy Gentile, Ronnie James Dio, Paul F. Tompkins, Ned Bellamy, Fred Armisen, Kirk Ward, Amy Poehler, Tim Robbins, Dave Grohl, Ben Stiller","United States, Germany",2006,R,94 min,"Comedies, Cult Movies, Music & Musicals"
Movie,Bigfoot Family,"Jérémie Degruson, Ben Stassen","Jules Wojciechowski, Roger Craig Smith, Grant George, David Lodge, Lindsey Alena, Sandy Fox, Joey Lotsko","Belgium, France",2021,TV-Y7,88 min,"Children & Family Movies, Comedies"
Movie,Captain Fantastic,Matt Ross,"Viggo Mortensen, Frank Langella, George MacKay, Samantha Isler, Annalise Basso, Nicholas Hamilton, Shree Crooks, Charlie Shotwell, Ann Dowd, Erin Moriarty, Missi Pyle, Kathryn Hahn, Steve Zahn",United States,2016,R,119 min,"Comedies, Dramas, Independent Movies"
Movie,Crazy About Her,Dani de la Orden,"Álvaro Cervantes, Susana Abaitua, Luis Zahera, Clara Segura, Aixa Villagrán, Paula Malia, Nil Cardoner, Txell Aixendri, Alberto San Juan",Spain,2021,TV-MA,107 min,"Comedies, International Movies, Romantic Movies"
Movie,Fuga,Pablo Larraín,"Benjamín Vicuña, Gastón Pauls, Alfredo Castro, Francisca Imboden, Héctor Noguera, María Izquierdo, Willy Semler, Alejandro Trejo, Mateo Iribarren, Marcial Tagle, Paulina Urrutia","Argentina, Chile",2006,TV-MA,112 min,"Dramas, Independent Movies, International Movies"
Movie,No Escape,John Erick Dowdle,"Owen Wilson, Lake Bell, Pierce Brosnan, Sterling Jerins, Claire Geare, Thanawut Ketsaro, Chatchawai Kamonsakpitak, Sahajak Boonthanakit","United States, Thailand",2015,R,103 min,Action & Adventure
Movie,Our Idiot Brother,Jesse Peretz,"Paul Rudd, Elizabeth Banks, Zooey Deschanel, Emily Mortimer, Kathryn Hahn, Steve Coogan, Rashida Jones, Hugh Dancy, Shirley Knight, Adam Scott, T.J. Miller",United States,2011,R,90 min,"Comedies, Dramas, Independent Movies"
Movie,The Girl on the Train,Ribhu Dasgupta,"Parineeti Chopra, Aditi Rao Hydari, Kirti Kulhari, Avinash Tiwary, Tota Roy Chowdhury",India,2021,TV-MA,120 min,"International Movies, Thrillers"
Movie,Tony Manero,Pablo Larraín,"Alfredo Castro, Paola Lattus, Héctor Morales, Amparo Noguera, Elsa Poblete","Chile, Brazil",2008,TV-MA,97 min,"Dramas, Independent Movies, International Movies"
Movie,Who Am I,Baran bo Odar,"Tom Schilling, Elyas M'Barek, Wotan Wilke Möhring, Antoine Monot Jr., Hannah Herzsprung, Stephan Kampwirth, Trine Dyrholm, Leopold Hornung, Leonard Carow",Germany,2014,TV-MA,102 min,"International Movies, Thrillers"
Movie,Geez & Ann,Rizki Balki,"Hanggini, Junior Roberts, Roy Sungkono, Shenina Cinnamon, Ashira Zamita, Amel Carla, Davina Karamoy, Naimma Aljufri, Andi Viola, Jasmine Elfira Burhan, Kezia Aletheia, Dewi Rezer, Ersa Mayori, Indra Brasco, Bobby Samuel, Ady Sky, Farhan Rasyid",Indonesia,2021,TV-PG,106 min,"Dramas, International Movies, Romantic Movies"
Movie,"Blue, Painful, Fragile",Shunsuke Kariyama,"Ryo Yoshizawa, Hana Sugisaki, Amane Okayama, Honoka Matsumoto, Hiroya Shimizu, Nana Mori, Mizuki Kayashima, Ken Mitsuishi, Tasuku Emoto",Japan,2020,TV-14,119 min,"International Movies, Thrillers"
Movie,Brian Regan: On the Rocks,Troy Miller,Brian Regan,United States,2021,TV-G,58 min,Stand-Up Comedy
Movie,Red,Tirumala Kishore,"Ram Pothineni, Nivetha Pethuraj, Malvika Sharma, Amritha Aiyer, Sampath Raj",India,2021,TV-14,143 min,"Dramas, International Movies"
Movie,The Conjuring,James Wan,"Vera Farmiga, Patrick Wilson, Lili Taylor, Ron Livingston, Shanley Caswell, Hayley McFarland, Joey King, Mackenzie Foy, Kyla Deaver, Shannon Kook",United States,2013,R,112 min,"Horror Movies, Thrillers"
Movie,The Conjuring 2,James Wan,"Patrick Wilson, Vera Farmiga, Madison Wolfe, Frances O'Connor, Lauren Esposito, Benjamin Haigh, Patrick McAuley, Simon McBurney, Maria Doyle Kennedy, Simon Delaney, Franka Potente","Canada, United States, United Kingdom",2016,R,134 min,Horror Movies
Movie,Classmates Minus,Huang Hsin-Yao,"Shih Ming-shuai, Cheng Jen-shuo, Nadow Lin, Liu Kuan-ting, Chen Yi-wen, Lotus Wang, Ada Pan, Hung Shiao-ling, Jacqueline Zhu, Evelyn Zheng Yu-tong",Taiwan,2020,TV-MA,123 min,"Comedies, Dramas, Independent Movies"
Movie,Operation Finale,Chris Weitz,"Oscar Isaac, Ben Kingsley, Lior Raz, Mélanie Laurent, Nick Kroll, Joe Alwyn, Haley Lu Richardson, Michael Aronov, Peter Strauss, Ohad Knoller, Torben Liebrecht, Greta Scacchi, Pepe Rapazote",United States,2018,PG-13,123 min,"Dramas, Thrillers"
Movie,I Care a Lot,J Blakeson,"Rosamund Pike, Peter Dinklage, Eiza González, Dianne Wiest, Chris Messina, Isiah Whitlock Jr., Macon Blair, Alicia Witt, Damian Young","United Kingdom, United States",2021,R,118 min,"Comedies, LGBTQ Movies, Thrillers"
Movie,Love,Khalid Rahman,"Shine Tom Chacko, Rajisha Vijayan, Gokulan, Sudhi Koppa, Veena Nandakumar, Johny Antony",India,2020,TV-14,91 min,"Dramas, Independent Movies, International Movies"
TV Show,Pitta Kathalu,"Tharun Bhascker Dhaassyam, B. V. Nandini Reddy, Nag Ashwin, Sankalp Reddy","Manchu Lakshmi, Saanve Megghana, Naveen Kumar, Jagapathi Babu, Amala Paul, Aswin Kakamanu, Shruthi Haasan, Sanjith Hegde, Sangeeth Shoban, Anish Kuruvilla, Uko, Dayanand Reddy, Thanmayi, Satya Dev, Eesha Rebba, Srinivas Avasarala, Ashima Narwal",India,2021,TV-MA,1 Season,"International TV Shows, TV Dramas"
Movie,Eeb Allay Ooo!,Prateek Vats,"Shardul Bhardwaj, Nutan Sinha, Shashi Bhushan, Mahinder Nath, Nitin Goel, Naina Sareen",India,2019,TV-MA,97 min,"Comedies, Dramas, Independent Movies"
Movie,No Escape Room,Alex Merkin,"Jeni Ross, Mark Ghanimé, Hamza Haq, Kathyrn Davis, Dennis Andres, Brianna Barnes",United States,2018,TV-14,85 min,Horror Movies
Movie,Animals on the Loose: A You vs. Wild Movie,Ben Simms,Bear Grylls,United States,2021,TV-PG,139 min,Children & Family Movies
Movie,Awara Paagal Deewana,Vikram Bhatt,"Akshay Kumar, Sunil Shetty, Aftab Shivdasani, Preeti Jhangiani, Amrita Arora, Aarti Chhabria, Paresh Rawal, Johny Lever, Rahul Dev, Supriya Pilgaonkar",India,2002,TV-14,162 min,"Action & Adventure, Comedies, Dramas"
Movie,The Resurrection of Gavin Stone,Dallas Jenkins,"Brett Dalton, Anjelah Johnson-Reyes, D.B. Sweeney, Neil Flynn, Shawn Michaels, Patrick Gagnon, Tim Frank, Tara Rios, Liam Matthews, Mary Thornton",United States,2017,PG,92 min,"Children & Family Movies, Comedies, Dramas"
Movie,"My Teacher, My Obsession",Damián Romay,"Lucy Loken, Laura Bilgeri, Rusty Joiner, Alexandria Deberry, Dakota Bruton, Theresa Sutera, Vin Morreale Jr., Shelby Alicea, Tyler Joseph Campbell, Lestonja Diaz",United States,2018,TV-14,86 min,Thrillers
Movie,Namaste Wahala,Hamisha Daryani Ahuja,"Ini Dima-Okojie, Ruslaan Mumtaz, Richard Mofe-Damijo, Joke Silva, Sujata Sehgal, Koye Kekere Ekun, Hamisha Daryani Ahuja, Anee Icha, Ibrahim Suleiman, Osas Ighodaro, Broda Shaggi",Nigeria,2021,TV-14,107 min,"Comedies, Dramas, International Movies"
Movie,Monsoon,Hong Khaou,"Henry Golding, Parker Sawyers, Molly Harris, David Tran",United Kingdom,2020,TV-MA,85 min,"Dramas, Independent Movies, LGBTQ Movies"
Movie,Hate by Dani Rovira,Mario Briongos,Dani Rovira,Spain,2021,TV-MA,83 min,Stand-Up Comedy
Movie,Mundina Nildana,Vinay Bharadwaj,"Praveen Tej, Radhika Narayan, Ananya Kashyap, Ajay Raj, Dattanna, Shankar Ashwath, Kshama Santosh Rai, Diksha Sharma",India,2019,TV-MA,104 min,"Dramas, International Movies, Romantic Movies"
Movie,To All The Boys: Always And Forever,Michael Fimognari,"Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart, Ross Butler, Madeleine Arthur, Emilija Baranac, Trezzo Mahoro, Sarayu Blue, John Corbett, Kelcey Mawema, Sofia Black-D'Elia, Henry Thomas",United States,2021,TV-14,116 min,"Comedies, Romantic Movies"
Movie,Xico's Journey,Eric D. Cabello Díaz,"Verónica Alva, Pablo Gama Iturrarán “Mago Gamini”, Luis Ángel Jaramillo, Lila Downs, Elena Poniatowska, Verónica Castro, Enrique Guzmán, Alex Lora, Marco Antonio Solís, Víctor Trujillo",Mexico,2021,TV-Y7,87 min,Children & Family Movies
Movie,Growing up and other problems,Clara Martínez-Lázaro,"Silvia Alonso, Bárbara Goenaga, María Esteve, Vito Sanz, Francesco Carril",Spain,2018,TV-14,91 min,"Comedies, Dramas, International Movies"
Movie,Layla Majnun,Monty Tiwa,"Reza Rahadian, Acha Septriasa, Baim Wong, Beby Tsabina, Dian Nitami, Uli Herdinansyah, Natasha Rizki, Eriska Rein, Landung Simatupang, August Melasz, Chantiq Schagerl, Cut Ashifa, Aida Cabiyeva, Murad Ismayil, Nadya Arina, Augie Fantinus, Angelia Livie, Ernanto Kusumo",Indonesia,2020,TV-14,119 min,"Dramas, International Movies, Romantic Movies"
